sep=|
RP|15|MÉXICO|24|NAUCALPAN DE JUAREZ|32269|32214|2442|4036|3002|8582|58845|5252|1505|2963|-|-|155750|13/06/2021 08:06:14
RP|15|MÉXICO|25|CHIMALHUACAN|3212|44873|1632|2170|1988|2028|57495|1430|714|1574|-|-|120737|13/06/2021 08:06:03
RP|15|MÉXICO|26|TOLUCA DE LERDO|22013|55176|2544|6368|2771|4537|65864|5195|2264|3554|-|-|174997|13/06/2021 08:06:51
RP|15|MÉXICO|27|METEPEC|39229|64131|3268|6415|10480|12855|54475|5107|4404|6593|-|-|211606|13/06/2021 08:06:39
RP|15|MÉXICO|28|ZUMPANGO DE OCAMPO|33114|32292|11226|12665|2880|3723|58748|2091|2122|12268|-|-|176811|13/06/2021 08:06:30
RP|15|MÉXICO|29|CD. NEZAHUALCOYOTL|9391|27005|9882|2684|2395|30974|64134|2471|1013|3356|-|-|158186|13/06/2021 08:06:20
RP|15|MÉXICO|30|CHIMALHUACAN|4178|52278|2925|3448|2091|1955|54423|2745|1021|3623|-|-|132346|13/06/2021 08:06:08
RP|15|MÉXICO|31|CD. NEZAHUALCOYOTL|6956|22805|7910|2869|2348|31868|63124|2257|903|2187|-|-|147942|13/06/2021 08:06:02
RP|15|MÉXICO|32|VALLE DE CHALCO SOLIDARIDAD|4044|15329|24655|11063|3019|4504|60635|2118|2013|2831|-|-|135077|13/06/2021 08:06:49
RP|15|MÉXICO|33|CHALCO DE DIAZ COVARRUBIAS|7268|34331|4652|7452|2925|6588|58650|2449|2216|2650|-|-|133895|13/06/2021 08:06:45
RP|15|MÉXICO|34|TOLUCA DE LERDO|34269|59775|3293|6330|3210|5300|64769|4020|2652|4389|-|-|192754|13/06/2021 08:06:35
RP|15|MÉXICO|35|TENANCINGO DE DEGOLLADO|7909|50298|7941|18500|9823|13261|48099|6979|3385|5756|-|-|177526|13/06/2021 08:06:27
RP|15|MÉXICO|36|TEJUPILCO DE HIDALGO|9774|71322|16181|13659|3261|4114|67698|4276|2880|4371|-|-|204228|13/06/2021 08:06:20
RP|15|MÉXICO|37|CUAUTITLAN|21228|30317|2814|11267|2683|14279|63953|5721|5554|4933|-|-|169427|13/06/2021 08:06:11
RP|15|MÉXICO|38|TEXCOCO DE MORA|13929|36607|5005|20549|1797|3606|64680|3675|1965|3990|-|-|160599|13/06/2021 08:06:00
RP|15|MÉXICO|39|LOS REYES ACAQUILPAN|4986|52036|3162|4348|2982|3158|45613|2453|1445|7040|-|-|131209|13/06/2021 08:06:54
RP|15|MÉXICO|40|SAN MIGUEL ZINACANTEPEC|16450|54960|4009|22687|5845|6811|54082|6197|2246|4140|-|-|184040|13/06/2021 08:06:43
RP|15|MÉXICO|41|OJO DE AGUA|34758|57137|1995|8112|2858|4869|76594|2400|1168|3006|-|-|197318|13/06/2021 08:06:35
RP|16|MICHOACÁN|1|LAZARO CARDENAS|6707|15857|15556|5073|11248|2096|74453|1489|2104|2337|-|-|143439|13/06/2021 08:06:31
RP|16|MICHOACÁN|2|PURUANDIRO|8905|26182|24300|16776|13955|7895|38106|14892|1841|7851|-|-|169849|13/06/2021 08:06:25
RP|16|MICHOACÁN|3|HEROICA ZITACUARO|9575|21403|33881|12821|12391|3776|49245|4361|2907|2396|-|-|159350|13/06/2021 08:06:17
RP|16|MICHOACÁN|4|JIQUILPAN DE JUAREZ|32767|23685|10893|10389|5842|10805|42251|4178|2187|5324|-|-|154215|13/06/2021 08:06:06
RP|16|MICHOACÁN|5|ZAMORA DE HIDALGO|33084|21371|8195|5571|6889|10253|35523|3859|1015|2887|-|-|133500|13/06/2021 08:06:55
RP|16|MICHOACÁN|6|CIUDAD HIDALGO|12878|21052|22417|17944|11842|9385|40288|2725|2799|2793|-|-|152157|13/06/2021 08:06:46
RP|16|MICHOACÁN|7|ZACAPU|12413|22743|21415|8237|6453|8348|45677|9253|2642|4917|-|-|149429|13/06/2021 08:06:38
RP|16|MICHOACÁN|8|MORELIA|23091|21394|9799|7401|3263|3593|49381|3035|2020|2760|-|-|132869|13/06/2021 08:06:26
RP|16|MICHOACÁN|9|URUAPAN DEL PROGRESO|14114|7445|18564|3168|3409|2002|46475|969|569|1190|-|-|102320|13/06/2021 08:06:20
RP|16|MICHOACÁN|10|MORELIA|49223|24968|10448|9014|3946|4105|48319|2617|1933|2697|-|-|164181|13/06/2021 09:06:10
RP|16|MICHOACÁN|11|PATZCUARO|15127|27021|18945|13317|14846|3239|39982|8140|3955|5458|-|-|159711|13/06/2021 09:06:03
RP|16|MICHOACÁN|12|APATZINGAN DE LA CONSTITUCION|8506|19610|14471|18221|5818|3336|32324|2865|2636|5902|-|-|119218|13/06/2021 09:06:10
RP|17|MORELOS|1|CUERNAVACA|43993|15685|4867|5637|4744|5072|47415|4178|2332|15803|-|-|156608|13/06/2021 08:06:19
RP|17|MORELOS|2|JIUTEPEC|19233|13864|10112|6752|5402|9890|47713|3778|11086|9290|-|-|144010|13/06/2021 08:06:20
RP|17|MORELOS|3|CUAUTLA|17172|13607|3829|5671|9078|13411|55074|16775|6664|6461|-|-|155444|13/06/2021 08:06:43
RP|17|MORELOS|4|JOJUTLA|8404|11128|3119|4411|10642|11821|47287|3282|32236|25630|-|-|165507|13/06/2021 08:06:36
RP|17|MORELOS|5|YAUTEPEC|20813|18145|2897|9121|11139|13355|54113|11781|9580|13088|-|-|174434|13/06/2021 09:06:33
RP|18|NAYARIT|1|SANTIAGO IXCUINTLA|7807|22311|5101|8088|10302|30537|55902|3946|3874|4752|-|-|160533|13/06/2021 09:06:18
RP|18|NAYARIT|2|TEPIC|15686|11606|4666|8232|7278|25307|68021|6933|5023|4193|-|-|162433|13/06/2021 09:06:01
RP|18|NAYARIT|3|COMPOSTELA|27427|11783|3238|8225|9487|19475|54209|2714|4820|5247|-|-|153828|13/06/2021 09:06:49
RP|19|NUEVO LEÓN|1|SANTA CATARINA|104458|19267|571|2281|1154|25629|18563|934|958|2077|-|-|179843|13/06/2021 09:06:03
RP|19|NUEVO LEÓN|2|APODACA|33409|65907|902|3055|2512|35216|29796|1701|782|1774|-|-|178655|13/06/2021 09:06:57
RP|19|NUEVO LEÓN|3|GRAL. ESCOBEDO|35091|22355|2124|4483|3469|35327|27481|1273|1122|1833|-|-|137923|13/06/2021 09:06:58
RP|19|NUEVO LEÓN|4|SAN NICOLAS DE LOS GARZA|102762|23960|786|3504|2326|37210|29453|1174|838|1576|-|-|207883|13/06/2021 09:06:59
RP|19|NUEVO LEÓN|5|MONTERREY|11599|55072|486|1890|8205|22807|14624|747|908|1088|-|-|121313|13/06/2021 09:06:59
RP|19|NUEVO LEÓN|6|MONTERREY|69724|63223|1166|2622|3608|49974|24770|1851|785|1453|-|-|224086|13/06/2021 09:06:57
RP|19|NUEVO LEÓN|7|GARCIA|48250|32426|2124|12375|5132|47323|31721|2796|3997|4707|-|-|197066|13/06/2021 09:06:58
RP|19|NUEVO LEÓN|8|GUADALUPE|37804|43421|867|6006|2153|33545|26761|1720|903|1648|-|-|158677|13/06/2021 09:06:56
RP|19|NUEVO LEÓN|9|LINARES|51831|71628|852|8245|6269|22015|28885|1089|2169|1092|-|-|201806|13/06/2021 09:06:04
RP|19|NUEVO LEÓN|10|MONTERREY|49811|72076|945|2167|1713|42035|20281|1050|739|1298|-|-|196236|13/06/2021 09:06:29
RP|19|NUEVO LEÓN|11|GUADALUPE|60829|43223|944|3207|2938|31293|27627|2416|1121|1167|-|-|179040|13/06/2021 09:06:30
RP|19|NUEVO LEÓN|12|BENITO JUAREZ|37210|41864|995|8326|2508|32199|28827|1517|1068|2971|-|-|161881|13/06/2021 09:06:32
RP|20|OAXACA|1|SAN JUAN BAUTISTA TUXTEPEC|8515|40994|8827|4547|4398|8797|91814|4748|4291|5636|-|-|189340|13/06/2021 08:06:22
RP|20|OAXACA|2|TEOTITLAN DE FLORES MAGON|8311|45916|8540|8837|10098|4244|73994|3419|4547|3654|-|-|179002|13/06/2021 08:06:08
RP|20|OAXACA|3|HEROICA CIUDAD DE HUAJUAPAN DE LEON|12116|26309|4598|7489|12915|4739|73779|3898|3261|10444|-|-|165784|13/06/2021 08:06:26
RP|20|OAXACA|4|TLACOLULA DE MATAMOROS|8202|24964|2851|8185|15377|3685|66649|3028|2172|4169|-|-|145790|13/06/2021 08:06:47
RP|20|OAXACA|5|SALINA CRUZ|3280|27584|2319|4818|10684|3058|91343|3131|2887|4017|-|-|158302|13/06/2021 08:06:05
RP|20|OAXACA|6|HEROICA CIUDAD DE TLAXIACO|4664|26992|5972|6177|18403|3156|65285|4644|2869|5605|-|-|151771|13/06/2021 08:06:30
RP|20|OAXACA|7|CIUDAD IXTEPEC|5776|42953|10956|3369|17598|4153|87361|5492|3745|4209|-|-|190695|13/06/2021 08:06:55
RP|20|OAXACA|8|OAXACA DE JUAREZ|12265|35887|2389|2867|9650|6329|75349|7174|2790|6785|-|-|166460|13/06/2021 08:06:15
RP|20|OAXACA|9|PUERTO ESCONDIDO|5491|51873|16501|4514|8255|3055|68747|2914|4954|4033|-|-|178019|13/06/2021 08:06:39
RP|20|OAXACA|10|MIAHUATLAN DE PORFIRIO DIAZ|15790|31698|6293|13943|9480|3657|69872|3673|2642|5813|-|-|172476|13/06/2021 08:06:17
RP|21|PUEBLA|1|HUAUCHINANGO DE DEGOLLADO|27899|37658|9101|13519|8886|20645|58181|7699|3645|4528|-|-|202103|13/06/2021 09:06:53
RP|21|PUEBLA|2|CUAUTILULCO BARRIO|14343|62967|4536|19258|9705|6443|62110|3674|5369|8611|-|-|206514|13/06/2021 09:06:45
RP|21|PUEBLA|3|TEZIUTLAN|24603|37272|2979|12830|13436|19506|52341|8237|4087|9831|-|-|194498|13/06/2021 09:06:38
RP|21|PUEBLA|4|AJALPAN|25691|37277|6642|15050|15533|10119|49040|9220|6413|5270|-|-|191621|13/06/2021 09:06:23
RP|21|PUEBLA|5|SAN MARTIN TEXMELUCAN DE LABASTIDA|21637|19273|8655|9374|18999|12646|46661|8392|6099|8339|-|-|167743|13/06/2021 09:06:19
RP|21|PUEBLA|6|HEROICA PUEBLA DE ZARAGOZA|34540|13405|1728|3448|3037|4217|55487|1930|1472|3064|-|-|127030|13/06/2021 09:06:10
RP|21|PUEBLA|7|TEPEACA|23163|24338|4969|11087|9864|10425|63212|5515|7991|8169|-|-|177519|13/06/2021 09:06:06
RP|21|PUEBLA|8|CIUDAD SERDAN|32412|38088|3050|16301|12960|23793|52351|4523|2592|6956|-|-|202428|13/06/2021 09:06:55
RP|21|PUEBLA|9|HEROICA PUEBLA DE ZARAGOZA|60352|12374|2105|5057|3410|3796|57207|1796|1416|2887|-|-|155506|13/06/2021 09:06:54
RP|21|PUEBLA|10|CHOLULA DE RIVADAVIA|63533|13880|3954|5700|4978|7730|59948|9973|4387|6959|-|-|188577|13/06/2021 09:06:49
RP|21|PUEBLA|11|HEROICA PUEBLA DE ZARAGOZA|42821|16809|2383|3741|4187|4092|50822|2498|2152|3102|-|-|138398|13/06/2021 09:06:38
RP|21|PUEBLA|12|HEROICA PUEBLA DE ZARAGOZA|72172|16173|2347|3824|3231|4815|58869|2211|1231|3257|-|-|173688|13/06/2021 09:06:51
RP|21|PUEBLA|13|ATLIXCO|22161|32335|6210|6612|7852|7678|69152|5164|6560|7939|-|-|180298|13/06/2021 09:06:52
RP|21|PUEBLA|14|ACATLAN DE OSORIO|17871|42114|12265|9254|12835|6340|73603|5772|5056|5911|-|-|199960|13/06/2021 09:06:54
RP|21|PUEBLA|15|TEHUACAN|18323|21301|1507|9364|12442|6384|64224|7116|1898|8847|-|-|159406|13/06/2021 09:06:52
RP|22|QUERÉTARO|1|CADEREYTA DE MONTES|59436|33950|1562|9896|1448|2482|31480|2355|3427|5884|-|-|158968|13/06/2021 09:06:16
RP|22|QUERÉTARO|2|SAN JUAN DEL RIO|61347|24919|2739|4916|1681|2989|41756|3514|3977|4008|-|-|157105|13/06/2021 09:06:11
RP|22|QUERÉTARO|3|SANTIAGO DE QUERETARO|85358|18274|1707|5479|1834|4151|56005|2468|1824|2968|-|-|184730|13/06/2021 09:06:03
RP|22|QUERÉTARO|4|SANTIAGO DE QUERETARO|107568|19438|1908|5434|1896|3537|51136|2143|1772|2698|-|-|202659|13/06/2021 09:06:30
RP|22|QUERÉTARO|5|EL PUEBLITO|96816|32815|2031|8051|2861|3435|41199|2605|2595|3579|-|-|201769|13/06/2021 09:06:19
RP|23|QUINTANA ROO|1|PLAYA DEL CARMEN|34394|20283|4526|6841|6002|6246|68715|4320|2570|10859|-|-|171965|13/06/2021 08:06:00
RP|23|QUINTANA ROO|2|CHETUMAL|13121|25119|6436|3455|8198|7966|71606|3268|5414|8013|-|-|158621|13/06/2021 08:06:25
RP|23|QUINTANA ROO|3|CANCUN|9250|5149|3469|7960|2232|2962|47297|7885|1439|11594|-|-|104287|13/06/2021 08:06:46
RP|23|QUINTANA ROO|4|CANCUN|35493|11362|4647|13870|3232|5160|49662|5868|1836|15802|-|-|152940|13/06/2021 08:06:10
RP|24|SAN LUIS POTOSÍ|1|MATEHUALA|24018|29095|3405|42897|9336|14230|21774|5204|2267|2397|-|-|164472|13/06/2021 09:06:47
RP|24|SAN LUIS POTOSÍ|2|SOLEDAD DE GRACIANO SANCHEZ|28220|26370|11016|68133|3668|8777|29708|2550|3864|1916|-|-|196704|13/06/2021 09:06:52
RP|24|SAN LUIS POTOSÍ|3|RIOVERDE|24863|38696|3231|33552|9442|7536|24473|4415|2566|1960|-|-|160406|13/06/2021 09:06:59
RP|24|SAN LUIS POTOSÍ|4|CIUDAD VALLES|16737|16726|3558|25113|7649|4754|35352|6302|20278|5208|-|-|149561|13/06/2021 09:06:06
RP|24|SAN LUIS POTOSÍ|5|SAN LUIS POTOSI|63732|23203|3153|40812|4078|5368|29595|2104|1962|2304|-|-|182478|13/06/2021 09:06:00
RP|24|SAN LUIS POTOSÍ|6|SAN LUIS POTOSI|32952|15992|2685|56749|5078|5843|32889|2656|3115|3500|-|-|168497|13/06/2021 09:06:02
RP|24|SAN LUIS POTOSÍ|7|TAMAZUNCHALE|31455|23335|4967|38559|7889|5172|41776|5612|22335|1947|-|-|197811|13/06/2021 09:06:00
RP|25|SINALOA|1|MAZATLAN|15435|24880|2148|2008|4848|8674|71229|3218|1657|3400|-|-|142183|13/06/2021 09:06:47
RP|25|SINALOA|2|LOS MOCHIS|15174|34767|2190|2394|12655|7780|76780|2295|2462|3908|-|-|164931|13/06/2021 09:06:32
RP|25|SINALOA|3|GUAMUCHIL|7809|51412|4379|2252|6672|6905|83139|4008|3728|2004|-|-|178133|13/06/2021 09:06:14
RP|25|SINALOA|4|GUASAVE|15122|39440|5233|7455|728|4097|78956|2734|1990|1404|-|-|161892|13/06/2021 09:06:54
RP|25|SINALOA|5|CULIACAN DE ROSALES|16142|37867|1980|2894|1783|6915|76166|3469|1502|3832|-|-|156354|13/06/2021 09:06:37
RP|25|SINALOA|6|MAZATLAN|11816|39927|1913|3847|8044|5603|72596|6968|1431|3309|-|-|161256|13/06/2021 09:06:18
RP|25|SINALOA|7|CULIACAN DE ROSALES|13585|35233|1691|2589|2060|6495|68665|3049|1729|2129|-|-|141475|13/06/2021 09:06:03
RP|26|SONORA|1|SAN LUIS RIO COLORADO|16236|19464|1655|5568|4151|6267|48358|4247|955|3847|-|-|114517|13/06/2021 09:06:58
RP|26|SONORA|2|NOGALES|18984|26695|2380|4695|4948|9047|51716|10032|1905|2514|-|-|137781|13/06/2021 09:06:39
RP|26|SONORA|3|HERMOSILLO|14308|29466|1116|2885|2508|16508|60317|1494|1229|2429|-|-|135851|13/06/2021 09:06:23
RP|26|SONORA|4|GUAYMAS|11625|27654|3181|5027|18324|10802|60709|2190|2462|4118|-|-|151459|13/06/2021 09:06:06
RP|26|SONORA|5|HERMOSILLO|19413|41713|1556|2769|2440|10305|59710|1757|715|2087|-|-|146208|13/06/2021 09:06:53
RP|26|SONORA|6|CD. OBREGON|10565|27681|2474|3143|3567|16486|60877|2551|1265|3362|-|-|135722|13/06/2021 09:06:37
RP|26|SONORA|7|NAVOJOA|11444|30339|1923|3167|9882|7182|61408|2585|2995|1933|-|-|137101|13/06/2021 09:06:21
RP|27|TABASCO|1|MACUSPANA|1787|10413|9955|18607|1361|2147|87842|7037|2727|1121|-|-|147069|13/06/2021 09:06:18
RP|27|TABASCO|2|HEROICA CARDENAS|963|3485|42563|6160|3429|2131|95430|2717|2772|1349|-|-|165626|13/06/2021 09:06:37
RP|27|TABASCO|3|COMALCALCO|1008|7318|33056|1817|1934|4191|84500|3004|1940|2370|-|-|145298|13/06/2021 09:06:52
RP|27|TABASCO|4|VILLAHERMOSA|4313|22735|4954|3859|2826|3187|92162|2108|1916|3300|-|-|145907|13/06/2021 09:06:10
RP|27|TABASCO|5|PARAISO|1520|8245|15354|16170|9500|7368|95805|4606|9400|10698|-|-|184945|13/06/2021 09:06:34
RP|27|TABASCO|6|VILLAHERMOSA|2992|18857|4581|6428|1880|11935|89139|2423|1908|3381|-|-|148182|13/06/2021 09:06:53
RP|28|TAMAULIPAS|1|NUEVO LAREDO|59758|11630|955|3004|2290|3267|61128|1958|1478|2249|-|-|151034|13/06/2021 09:06:08
RP|28|TAMAULIPAS|2|REYNOSA|49815|12285|1163|4811|4300|4230|47644|5578|1316|2299|-|-|136676|13/06/2021 09:06:04
RP|28|TAMAULIPAS|3|RIO BRAVO|50591|21123|1925|4026|6241|3881|58684|2516|1684|1702|-|-|156176|13/06/2021 09:06:31
RP|28|TAMAULIPAS|4|H. MATAMOROS|37205|11810|1083|2571|2932|3142|80911|1838|1048|1332|-|-|146758|13/06/2021 09:06:23
RP|28|TAMAULIPAS|5|CIUDAD VICTORIA|75147|28546|1503|3486|3977|8891|56330|2558|2966|1836|-|-|189047|13/06/2021 09:06:16
RP|28|TAMAULIPAS|6|CIUDAD MANTE|73171|26955|1611|7381|6940|6465|60542|2576|2108|1616|-|-|195398|13/06/2021 09:06:14
RP|28|TAMAULIPAS|7|CIUDAD MADERO|54402|6969|2926|2194|3726|5027|76198|4944|1698|1684|-|-|163137|13/06/2021 09:06:04
RP|28|TAMAULIPAS|8|TAMPICO|79493|4732|1119|2133|3166|5883|71258|2456|2170|1102|-|-|176405|13/06/2021 09:06:00
RP|28|TAMAULIPAS|9|REYNOSA|36402|7803|1359|2721|3425|3871|60576|4633|1685|1229|-|-|126741|13/06/2021 09:06:50
RP|29|TLAXCALA|1|APIZACO|30196|26898|8765|8831|10344|5538|56509|4806|9522|7057|-|-|179160|13/06/2021 09:06:20
RP|29|TLAXCALA|2|TLAXCALA DE XICOHTENCATL|16090|32277|8804|10212|14195|11809|87256|5436|9520|12054|-|-|218618|13/06/2021 09:06:17
RP|29|TLAXCALA|3|ZACATELCO|21507|31970|12201|5829|14700|6834|86926|5873|11861|8588|-|-|218460|13/06/2021 09:06:21
RP|30|VERACRUZ|1|PANUCO|29187|13189|8332|19910|3508|3455|70742|8005|3655|5344|-|-|170235|13/06/2021 09:06:01
RP|30|VERACRUZ|2|TANTOYUCA|43644|20181|17760|19789|11558|7069|50845|3786|3190|2596|-|-|187559|13/06/2021 09:06:31
RP|30|VERACRUZ|3|TUXPAN DE RODRIGUEZ CANO|31729|6382|5051|15826|3585|13604|53957|3571|2726|10617|-|-|151322|13/06/2021 09:06:49
RP|30|VERACRUZ|4|VERACRUZ|57983|6727|1862|4749|2407|4899|68701|1758|1696|1961|-|-|156127|13/06/2021 09:06:09
RP|30|VERACRUZ|5|POZA RICA DE HIDALGO|10287|9471|22195|2861|3739|7055|60928|5500|3593|6423|-|-|135973|13/06/2021 09:06:28
RP|30|VERACRUZ|6|PAPANTLA DE OLARTE|20145|11269|32490|13259|6803|19208|68655|5127|4066|3045|-|-|189296|13/06/2021 09:06:44
RP|30|VERACRUZ|7|MARTINEZ DE LA TORRE|20881|20757|4694|11371|8251|12108|61963|8873|9138|5715|-|-|171689|13/06/2021 09:06:06
RP|30|VERACRUZ|8|XALAPA|25661|22131|10464|15410|12150|27188|69682|5101|8449|16474|-|-|221284|13/06/2021 09:06:25
RP|30|VERACRUZ|9|COATEPEC|21110|42488|6963|7771|6511|15091|62147|3983|8023|4410|-|-|186708|13/06/2021 09:06:40
RP|30|VERACRUZ|10|XALAPA|27805|34363|3949|5094|3844|12127|71541|4265|2612|3798|-|-|175902|13/06/2021 09:06:54
RP|30|VERACRUZ|11|COATZACOALCOS|8120|24761|4706|3888|3239|9386|93989|4130|1530|5443|-|-|163995|13/06/2021 09:06:28
RP|30|VERACRUZ|12|VERACRUZ|81222|9033|1934|9601|2131|11013|62198|2771|2966|3178|-|-|190392|13/06/2021 09:06:43
RP|30|VERACRUZ|13|HUATUSCO|42178|30608|4329|11648|3138|20464|73440|3637|2425|5122|-|-|203580|13/06/2021 09:06:00
RP|30|VERACRUZ|14|MINATITLAN|15748|12400|11720|9099|6694|3827|82140|5472|3279|6110|-|-|161442|13/06/2021 09:06:15
RP|30|VERACRUZ|15|ORIZABA|24905|37082|16850|6889|5424|15399|67676|5355|4104|3092|-|-|192633|13/06/2021 09:06:36
RP|30|VERACRUZ|16|CORDOBA|31180|23236|5877|5578|4756|11575|83874|3926|4609|7524|-|-|188224|13/06/2021 09:06:59
RP|30|VERACRUZ|17|COSAMALOAPAN|19528|12717|11906|15305|9293|15174|71205|4788|5872|8434|-|-|182154|13/06/2021 09:06:15
RP|30|VERACRUZ|18|ZONGOLICA|22060|27612|14786|20139|7387|9421|68021|8810|8000|9079|-|-|205131|13/06/2021 09:06:33
RP|30|VERACRUZ|19|SAN ANDRES TUXTLA|14062|9627|15066|10406|7209|28956|71765|6116|8177|5477|-|-|183817|13/06/2021 09:06:46
RP|30|VERACRUZ|20|COSOLEACAQUE|10857|29818|9667|3426|3425|11110|96941|6342|7045|7982|-|-|193758|13/06/2021 09:06:05
RP|31|YUCATÁN|1|VALLADOLID|87609|65892|2277|3549|2568|3474|53694|2129|1176|2407|-|-|229899|13/06/2021 09:06:13
RP|31|YUCATÁN|2|PROGRESO|57804|49277|8023|9109|3171|10620|67077|6657|1389|3929|-|-|223610|13/06/2021 09:06:32
RP|31|YUCATÁN|3|MERIDA|55580|45909|1348|1819|1478|3190|53650|1545|698|2043|-|-|172350|13/06/2021 09:06:44
RP|31|YUCATÁN|4|MERIDA|96138|33671|1321|1989|1280|4821|49420|1797|671|2549|-|-|198480|13/06/2021 09:06:00
RP|31|YUCATÁN|5|TICUL|68360|53914|11019|10654|7879|9722|58246|2948|1385|4404|-|-|235141|13/06/2021 09:06:26
RP|32|ZACATECAS|1|FRESNILLO|17056|40600|4591|8125|7860|3841|53237|5290|992|6414|-|-|153019|13/06/2021 09:06:08
RP|32|ZACATECAS|2|JEREZ DE GARCIA SALINAS|28900|35384|15728|10898|10108|7157|55227|5007|1055|4380|-|-|180218|13/06/2021 09:06:58
RP|32|ZACATECAS|3|ZACATECAS|15246|43935|8580|8856|20960|6815|51544|9284|1605|5742|-|-|180106|13/06/2021 09:06:49
RP|32|ZACATECAS|4|GUADALUPE|11376|50273|3696|4952|17798|6940|62942|4230|2003|8815|-|-|180280|13/06/2021 09:06:40
